State,Year,Cancer_Type,Age_Group,Gender,Population,People_Screened,Smoking_Percent,Pollution_Index,New_Cases,Deaths,Recovered,Incidence_per_100k,Mortality_per_100k,Avg_Treatment_Cost_INR,Available_Hospital_Beds
Rajasthan,2017,Cervical,60-74,Male,4205785,83127,8.13,234.4,68,37,47,1.617,0.88,122840,3229
Bihar,2018,Ovarian,0-14,Female,5068929,,42.62,55.8,79,30,36,1.559,0.592,,3147
Tamil Nadu,2013,Stomach,45-59,Female,3272150,130390,18.4,233.4,54,29,22,1.65,0.886,328429,3342
Kerala,2025,Liver,30-44,Male,1140652,,43.1,183.1,25,14,14,2.192,1.227,393148,4996
Himachal Pradesh,2011,Prostate,75+,Male,7615894,180447,17.93,,113,28,39,1.484,0.368,349583,3918
Delhi,2012,Oral,0-14,Female,3453905,78006,30.78,285.6,53,13,34,,0.376,,
Telangana,2020,Stomach,60-74,Female,4680772,46453,31.58,173.4,77,22,48,1.645,0.47,414410,1469
Odisha,2022,Colorectal,30-44,Male,4417980,57105,29.47,252,64,30,29,1.449,0.679,83636,1736
Madhya Pradesh,2010,Colorectal,45-59,Male,4269981,156640,14.25,112.7,75,16,47,1.756,0.375,205208,2487
Karnataka,2018,Colorectal,0-14,Female,3895549,154308,,61,70,23,46,1.797,0.59,341584,783
Madhya Pradesh,2013,Ovarian,75+,Female,901452,124997,35.48,208.6,14,7,5,1.553,0.777,44328,2735
Rajasthan,2017,Cervical,30-44,Female,4604243,186314,31.34,,93,26,38,2.02,0.565,398731,2886
Delhi,2016,Lung,75+,Female,975844,21798,34.77,90.5,15,3,6,1.537,0.307,,286
Uttar Pradesh,2011,Liver,0-14,Female,5169878,100588,35.65,197.9,68,,39,1.315,0.619,134842,124
Chhattisgarh,2014,Stomach,30-44,Female,6572800,164607,16.15,204.3,109,37,72,1.658,,31369,
Rajasthan,2025,Prostate,75+,Female,1696205,58634,20.5,31.9,32,19,9,1.887,1.12,59914,4940
Gujarat,2021,Prostate,30-44,Male,5432198,106297,,48.3,94,35,35,1.73,0.644,133821,1043
Rajasthan,2015,Ovarian,0-14,Female,6892808,129654,12.96,228.7,123,70,57,1.784,1.016,360089,4127
Assam,2020,Colorectal,60-74,Male,6602534,43506,30.61,274.8,116,,35,1.757,0.666,319573,4022
Assam,2025,Breast,75+,Female,6315333,63149,,65.9,117,28,38,1.853,,,1564
Karnataka,2015,Breast,60-74,Male,5457156,18616,40.9,62.2,79,,50,1.448,0.568,70556,2469
Himachal Pradesh,2022,Leukemia,75+,Female,847556,102896,31.9,230.3,18,7,12,2.124,0.826,440532,2540
Kerala,2010,Prostate,30-44,Male,1448704,1383,16.43,237.3,25,9,8,1.726,,342335,966
Tamil Nadu,2012,Oral,0-14,Male,1183279,177092,5.11,262.2,18,8,11,1.521,0.676,490917,2270
Rajasthan,2013,Liver,75+,Male,6913957,130956,23.32,183.3,89,18,32,,0.26,64273,2913
Bihar,2010,Stomach,45-59,Female,7587269,89379,11.5,208.5,141,51,74,1.858,0.672,117150,3380
Jharkhand,2016,Lung,30-44,Female,1624610,164758,44.32,86.6,23,8,11,1.416,0.492,45237,4910
West Bengal,2020,Breast,0-14,Male,6447788,144946,29.65,79.9,113,44,43,1.753,0.682,448909,357
Delhi,2018,Cervical,15-29,Female,6181215,193604,36.21,208.3,99,42,52,1.602,0.679,407372,3398
Maharashtra,2023,Breast,0-14,Female,1665197,115118,20.25,234.6,34,21,14,2.042,1.261,111608,
Kerala,2025,Breast,60-74,Male,3762135,59368,8.88,128.3,65,41,26,1.728,1.09,304784,1149
Chhattisgarh,2024,Oral,75+,Male,6812514,,20.73,249.5,104,35,36,1.527,0.514,173227,1422
Odisha,2025,Leukemia,75+,Female,658631,,13.17,91.1,8,2,4,1.215,0.304,63094,1370
Maharashtra,2024,Prostate,45-59,Male,2764120,191110,8.67,184.8,38,17,19,1.375,0.615,341894,4487
Punjab,2012,Lung,30-44,Male,657631,57794,38.83,98.6,12,6,4,1.825,,,3483
West Bengal,2021,Ovarian,30-44,Female,7590815,184807,,,150,73,66,,0.962,351476,
Telangana,2024,Lung,60-74,Male,926593,167093,,142.2,22,6,7,,0.648,68003,412
Himachal Pradesh,2019,Breast,30-44,Male,7878120,28693,22.52,59.4,152,36,84,1.929,0.457,194356,2445
Maharashtra,2022,Prostate,15-29,Male,895515,,44.78,,11,6,7,1.228,0.67,466175,4090
Gujarat,2015,Leukemia,75+,Male,2523116,42239,,107.5,50,23,26,1.982,0.912,245965,
Delhi,2025,Oral,30-44,Female,4767089,24330,9.21,230,84,34,38,1.762,0.713,285259,2697
Madhya Pradesh,2012,Leukemia,0-14,Male,6253079,135345,25.09,107.4,92,,51,1.471,0.88,,118
Gujarat,2021,Liver,30-44,Male,5280208,131159,,271.7,77,37,28,1.458,0.701,331149,1752
Gujarat,2025,Colorectal,30-44,Male,2435586,31886,17.54,211.1,41,13,15,,0.534,170919,3482
Bihar,2025,Oral,15-29,Female,857861,82514,27.2,32.4,2,0,0,0.233,0,176447,3884
Himachal Pradesh,2013,Prostate,60-74,Female,5310650,148783,,135,80,29,27,1.506,0.546,247344,2636
Madhya Pradesh,2016,Prostate,15-29,Male,2148882,86008,28.24,111.9,33,13,17,1.536,0.605,108886,2137
Kerala,2014,Stomach,45-59,Female,7872516,68605,41.4,167.5,123,68,51,1.562,0.864,72109,2615
Odisha,2011,Oral,45-59,Female,3899146,94726,37.84,132.4,69,,43,1.77,0.616,453356,2073
Tamil Nadu,2023,Liver,45-59,Female,6206837,150623,38.14,114,95,41,,1.531,0.661,456409,1938
Telangana,2012,Lung,75+,Female,5659854,166549,28.1,,91,41,42,1.608,0.724,139936,4634
Jharkhand,2023,Stomach,60-74,Male,1913689,60041,21.89,271.8,36,,,1.881,1.15,463880,4671
Andhra Pradesh,2024,Oral,60-74,Male,2019527,138124,,290.8,40,,22,1.981,,449804,1409
Assam,2015,Colorectal,75+,Male,713542,86589,10.7,144,12,3,6,1.682,0.42,79568,1460
Uttar Pradesh,2025,Leukemia,15-29,Female,6156677,137437,8.97,231.4,116,25,53,1.884,0.406,222601,3788
Haryana,2021,Colorectal,75+,Female,7479389,18691,41,23.5,130,47,56,1.738,0.628,259784,760
Madhya Pradesh,2011,Lung,60-74,Male,7239225,3979,36.59,38.8,109,34,44,,0.47,,2620
Uttar Pradesh,2014,Breast,15-29,Male,7214550,80284,39.54,212.2,140,70,60,,0.97,105784,475
Bihar,2016,Leukemia,60-74,Female,772763,,19.62,297.7,14,,4,,0.776,136612,3919
Madhya Pradesh,2010,Leukemia,60-74,Male,5990193,,10.56,34.7,98,40,46,1.636,0.668,,4831
Himachal Pradesh,2022,Breast,75+,Male,4621226,137200,43.02,92.6,78,18,38,1.688,0.39,377522,4071
Gujarat,2025,Cervical,30-44,Female,2841759,154112,32.5,261.3,49,24,17,1.724,0.845,325762,1857
Odisha,2021,Lung,75+,Male,5556257,24217,35.94,203.5,69,33,,1.242,0.594,459066,4100
Telangana,2014,Stomach,15-29,Male,2926575,95335,35.98,98.1,42,15,17,1.435,0.513,177562,985
Haryana,2021,Breast,45-59,Male,692435,127459,8.89,90.6,16,8,5,2.311,1.155,293363,4310
Punjab,2021,Leukemia,60-74,Male,930005,162491,42.42,155.3,16,7,7,1.72,,331912,3495
Telangana,2012,Prostate,30-44,Male,2537581,100986,31.59,22.1,50,23,19,1.97,,180585,1242
Delhi,2015,Liver,75+,Male,4461133,38278,20.61,287.5,79,26,47,1.771,0.583,167640,3945
Jharkhand,2024,Prostate,0-14,Male,1873909,190255,28.9,292.8,21,7,,1.121,0.374,377821,4298
Assam,2023,Cervical,60-74,Male,2073246,1478,22.72,286.3,29,9,14,1.399,0.434,99556,2182
Delhi,2025,Leukemia,45-59,Male,5221083,60007,28.65,174.8,90,56,57,1.724,1.073,251280,4159
Chhattisgarh,2021,Prostate,0-14,Male,1604876,94605,27.79,203.7,24,6,,1.495,0.374,238519,4700
Tamil Nadu,2012,Leukemia,15-29,Male,1394096,17629,24.3,63.4,22,5,10,1.578,0.359,251230,480
Telangana,2016,Colorectal,45-59,Male,2790117,67327,19.42,270.8,42,18,17,1.505,0.645,87802,2454
Odisha,2020,Stomach,75+,Male,1022701,,9.01,262.8,21,9,7,2.053,0.88,388538,4488
Gujarat,2014,Lung,75+,Female,1451056,146557,21.55,275.4,14,5,5,0.965,0.345,262245,1057
Haryana,2010,Breast,45-59,Female,2110807,51051,36.83,50.1,28,8,16,1.327,0.379,165474,1862
Jharkhand,2017,Lung,45-59,Female,2289403,23227,30.1,124.7,35,15,17,1.529,0.655,96231,1862
West Bengal,2019,Breast,0-14,Female,3773569,21820,33.51,259.5,63,20,22,1.67,0.53,125269,2395
Haryana,2019,Stomach,30-44,Male,1029164,,27.93,261,21,8,12,2.04,0.777,112506,4415
Karnataka,2010,Stomach,75+,Male,6318169,151947,24.86,36.9,88,23,46,,0.364,390034,655
Rajasthan,2025,Ovarian,30-44,Female,4176624,116138,17.8,160,71,14,44,1.7,0.335,167945,85
Bihar,2015,Leukemia,75+,Male,7291910,175108,35.01,22,127,48,66,1.742,0.658,449697,493
Andhra Pradesh,2020,Colorectal,60-74,Female,7991512,,21.79,211,130,38,85,,0.476,425238,3617
Punjab,2013,Oral,30-44,Male,6196964,52600,18.57,213.2,106,36,64,1.711,0.581,332025,
Andhra Pradesh,2018,Stomach,45-59,Female,1675280,11370,5.86,218.4,22,9,11,1.313,0.537,,4998
Assam,2013,Colorectal,15-29,Female,1544645,91514,20.73,130.1,18,3,5,,0.194,306991,3553
Rajasthan,2019,Cervical,15-29,Female,7334627,188570,,129,131,28,,1.786,0.382,383861,3106
Uttar Pradesh,2023,Oral,60-74,Female,4381276,160100,33.64,35.9,68,30,26,1.552,0.685,28802,3532
Jharkhand,2017,Ovarian,60-74,Male,1544910,41842,42.23,45.1,23,13,11,1.489,,392058,2790
Delhi,2015,Leukemia,0-14,Female,1202478,183353,8.76,151.9,27,9,12,2.245,0.748,44629,332
Punjab,2024,Prostate,60-74,Male,7350351,66243,25.84,242.1,98,55,41,1.333,0.748,113806,3872
Tamil Nadu,2023,Leukemia,60-74,Male,1728866,10260,33.18,162.8,28,18,10,1.62,1.041,239450,3627
Haryana,2019,Lung,30-44,Male,6196776,34815,,81.7,115,50,,1.856,0.807,419594,4060
West Bengal,2014,Liver,15-29,Male,4741646,,39.23,223.5,78,39,,1.645,0.822,58784,
Haryana,2021,Lung,0-14,Female,5115605,39351,10.25,272.5,84,27,48,1.642,0.528,480483,588
Gujarat,2019,Oral,0-14,Male,6789379,157623,13.52,101.2,113,39,70,1.664,,408344,3185
West Bengal,2016,Liver,75+,Male,2494068,151513,24.23,166.2,53,,23,2.125,0.561,134693,
Rajasthan,2018,Liver,15-29,Female,2057670,38998,33.02,175.6,26,10,,,0.486,433844,1109
Punjab,2024,Liver,0-14,Female,7086489,136161,19.32,58.4,139,,,1.961,1.072,305007,4215
Himachal Pradesh,2013,Breast,0-14,Male,3307932,36699,27.46,260.6,48,17,31,1.451,,416270,1555
Haryana,2018,Breast,0-14,Female,4351704,67018,33.59,272.5,65,40,28,1.494,0.919,337641,4046
Gujarat,2021,Cervical,60-74,Male,1892134,171880,29.09,192,25,14,15,1.321,0.74,359870,2633
Telangana,2015,Colorectal,75+,Female,5777068,88319,7.99,270.5,85,39,58,1.471,0.675,49646,2512
Chhattisgarh,2016,Ovarian,75+,Female,1383811,127219,39.09,50.7,33,12,14,2.385,0.867,446218,1748
Chhattisgarh,2022,Stomach,0-14,Female,3243949,72198,15.04,26.7,62,13,42,,0.401,258867,2475
Rajasthan,2017,Prostate,75+,Male,7666594,132384,37.73,,125,26,71,1.63,0.339,140912,1109
Uttar Pradesh,2021,Oral,0-14,Female,7748322,19592,37.38,211.7,124,70,62,1.6,0.903,,3063
Punjab,2010,Oral,60-74,Male,7030601,76017,42.63,,119,,57,1.693,0.384,151479,2289
Rajasthan,2010,Liver,45-59,Male,2831763,32502,9.61,168.8,51,14,16,1.801,0.494,,3768
Bihar,2016,Stomach,75+,Male,671669,,40.79,55.8,8,1,4,1.191,0.149,155719,
Haryana,2012,Liver,30-44,Female,7293366,55391,16.04,247.2,114,56,39,1.563,0.768,265615,126
Rajasthan,2011,Prostate,30-44,Female,1685383,192365,12.07,150.9,19,5,9,1.127,0.297,474999,1952
Uttar Pradesh,2016,Leukemia,15-29,Female,4969436,81920,40.59,,93,46,,1.871,0.926,35274,3816
Tamil Nadu,2017,Prostate,15-29,Female,5073307,58785,34.84,217,91,46,44,,0.907,,551
Maharashtra,2011,Prostate,0-14,Female,1290550,183977,19.26,202.3,23,14,14,1.782,1.085,,4234
Jharkhand,2024,Prostate,45-59,Female,7704456,69143,36.19,161.6,141,40,70,,0.519,242833,722
Karnataka,2021,Lung,60-74,Male,5099402,14532,14.15,54.1,87,,45,1.706,0.941,473449,1914
Uttar Pradesh,2016,Breast,0-14,Female,4387970,150808,26.06,231.6,75,28,46,1.709,0.638,208682,2290
Odisha,2024,Breast,45-59,Female,7718439,71815,6.94,256.2,123,73,80,1.594,0.946,163493,3444
Assam,2019,Lung,75+,Female,1803451,22763,36.49,134.8,27,7,,1.497,0.388,272877,3833
Gujarat,2011,Lung,30-44,Female,1904470,30093,,276.3,27,12,12,1.418,0.63,419033,2849
Assam,2020,Colorectal,60-74,Male,4607750,119980,23.83,227.1,90,24,30,1.953,0.521,256090,
West Bengal,2022,Prostate,30-44,Male,1481054,141756,20.63,167.7,28,14,,1.891,,499164,3930
Odisha,2017,Breast,30-44,Female,3531929,80254,40.32,114.7,55,19,34,1.557,0.538,51930,855
Tamil Nadu,2020,Stomach,15-29,Male,6304927,171765,40.26,217,108,36,32,1.713,0.571,282171,1241
Gujarat,2016,Stomach,60-74,Female,5004567,40910,,87.4,76,45,33,,0.899,,2227
Telangana,2017,Breast,60-74,Female,6726528,196144,6.69,264.5,110,,,,0.639,,1948
Jharkhand,2013,Lung,45-59,Male,6334437,91854,35.86,90.6,104,54,50,1.642,0.852,367581,4239
Assam,2025,Leukemia,0-14,Female,6412118,167562,8.52,157.9,114,72,60,,1.123,137507,3362
Rajasthan,2016,Cervical,15-29,Male,3748595,73237,19.42,145.4,55,,32,1.467,0.4,263969,2032
Karnataka,2015,Colorectal,30-44,Male,4693675,63695,,143,85,35,41,1.811,0.746,30669,459
Gujarat,2021,Prostate,60-74,Female,4191765,14475,19.89,245.7,66,41,25,,0.978,114597,4107
Karnataka,2024,Ovarian,75+,Female,7057028,142102,,288.5,111,29,48,1.573,0.411,35360,70
West Bengal,2018,Oral,45-59,Male,3159221,50804,11.41,106.2,59,28,,,0.886,276389,1016
Delhi,2016,Stomach,75+,Female,4453437,12454,6.76,276.5,77,28,25,1.729,0.629,417974,1531
Tamil Nadu,2021,Cervical,45-59,Female,3292522,157644,7.83,81.9,67,34,43,2.035,1.033,445531,4849
West Bengal,2025,Cervical,45-59,Male,4655052,9858,,29.4,83,20,44,1.783,0.43,225774,1184
Karnataka,2021,Stomach,30-44,Male,1156664,66419,22.4,89.8,16,3,6,,0.259,481817,
Telangana,2013,Colorectal,60-74,Male,7832351,88500,35.36,,125,54,58,1.596,0.689,491865,4114
Gujarat,2017,Leukemia,45-59,Female,3847692,115464,25.16,162.3,70,26,,1.819,0.676,,
West Bengal,2022,Breast,0-14,Female,6016428,150325,13.23,45.4,96,,63,1.596,0.881,42952,1848
Madhya Pradesh,2020,Prostate,60-74,Female,2896898,63831,22.47,27.9,40,13,17,1.381,,200780,1247
Gujarat,2015,Prostate,0-14,Male,7626756,138685,9.92,179.5,125,50,67,1.639,0.656,115177,62
Delhi,2012,Prostate,0-14,Male,6843755,198281,19.69,63.4,123,54,68,1.797,0.789,291328,3582
Tamil Nadu,2021,Ovarian,15-29,Male,2684648,83083,24.1,297.3,38,23,20,1.415,0.857,266048,3613
Madhya Pradesh,2012,Breast,60-74,Male,5947021,112750,,,108,69,75,1.816,1.16,385973,4391
Andhra Pradesh,2025,Colorectal,0-14,Female,2522005,104472,11.1,267.2,33,16,14,1.308,0.634,,4225
Himachal Pradesh,2014,Leukemia,0-14,Male,3114584,92469,31.92,89.3,42,21,20,1.348,0.674,,780
Maharashtra,2019,Cervical,45-59,Female,3018187,158016,30.48,247,40,22,19,1.325,,109617,1427
Tamil Nadu,2016,Lung,15-29,Female,6859828,125040,31.56,58.8,112,25,48,1.633,0.364,132010,1491
Uttar Pradesh,2024,Leukemia,60-74,Male,4186901,24971,32.45,,87,,39,2.078,0.406,111876,75
West Bengal,2016,Breast,45-59,Female,1284774,9999,,91.2,22,10,6,1.712,0.778,337360,4493
Bihar,2010,Liver,30-44,Male,7929824,71442,42.34,233.6,128,35,82,1.614,0.441,43653,576
Haryana,2010,Colorectal,30-44,Female,2970723,47390,44.43,292.4,48,13,18,1.616,0.438,113332,4034
Maharashtra,2016,Prostate,60-74,Male,4112721,86688,11.6,227.8,80,25,49,1.945,0.608,216048,2124
Gujarat,2011,Stomach,0-14,Male,3253016,88641,21.92,116.5,55,32,,,0.984,,2933
Himachal Pradesh,2021,Cervical,45-59,Male,5379726,78848,44.99,154.7,93,,46,1.729,0.428,205864,4394
Himachal Pradesh,2024,Breast,0-14,Female,6506211,37499,10.28,281.2,123,35,58,1.891,0.538,204092,
Rajasthan,2020,Prostate,0-14,Male,7956256,95604,44.56,32.1,137,63,54,1.722,0.792,22823,827
Jharkhand,2024,Liver,30-44,Female,3430387,121706,6.64,51.4,57,14,26,1.662,,154851,4635
Haryana,2013,Liver,0-14,Female,6161397,184990,10.68,98.1,107,47,74,1.737,0.763,,1459
Jharkhand,2020,Liver,75+,Male,7230802,38835,38.07,,116,71,60,1.604,0.982,404560,
Punjab,2022,Ovarian,75+,Male,6102505,87551,12.57,56,84,22,43,1.376,0.361,64078,1533
Rajasthan,2022,Cervical,60-74,Female,1611441,34576,21.03,244.9,28,17,10,1.738,1.055,120990,2301
Jharkhand,2015,Ovarian,45-59,Female,1198131,112540,17.71,160.6,21,12,9,1.753,1.002,407682,2130
Assam,2023,Ovarian,75+,Female,3237355,,13.38,287,46,12,27,1.421,0.371,227115,4499
Rajasthan,2011,Prostate,75+,Male,1811357,41501,31.27,211.6,26,7,13,1.435,0.386,145865,3484
Rajasthan,2022,Cervical,45-59,Female,2344178,196869,29.24,104.3,47,25,17,2.005,1.066,189262,673
Madhya Pradesh,2024,Ovarian,45-59,Male,3714347,173707,43.37,230.2,55,21,26,1.481,0.565,370476,2751
Rajasthan,2018,Lung,0-14,Male,3629749,158861,29.49,,54,33,22,1.488,0.909,456348,405
Rajasthan,2022,Prostate,15-29,Male,1157848,27053,9.08,169,29,15,9,2.505,1.296,139421,1934
Odisha,2018,Prostate,15-29,Female,5194756,72409,39.22,109.8,87,34,52,1.675,0.655,467203,3766
West Bengal,2025,Ovarian,15-29,Male,6139569,105788,17.9,281.8,84,41,46,1.368,,434579,
Andhra Pradesh,2022,Stomach,75+,Female,1940302,86079,31.4,25.4,32,19,20,1.649,0.979,,
Assam,2022,Stomach,45-59,Female,4130296,51905,20.04,122.7,63,18,20,1.525,0.436,424839,4247
Uttar Pradesh,2019,Breast,0-14,Male,5740745,109851,,46.1,105,23,62,1.829,0.401,415391,
Gujarat,2017,Lung,15-29,Male,2768445,,39.99,136.9,41,12,12,1.481,0.433,289907,4184
Tamil Nadu,2014,Liver,45-59,Female,837551,43990,18.99,71.2,15,8,7,1.791,0.955,315473,3219
Himachal Pradesh,2021,Cervical,15-29,Male,1980512,169474,,254.9,32,10,18,1.616,0.505,319478,4558
Madhya Pradesh,2016,Lung,15-29,Female,5687988,141640,8.26,248.3,93,37,42,1.635,0.65,273026,2629
Madhya Pradesh,2013,Stomach,30-44,Female,5244560,155869,30.18,176.4,96,21,37,1.83,0.4,106601,2270
Punjab,2015,Liver,45-59,Male,7534377,,,224.2,134,34,66,1.779,0.451,281857,4972
Tamil Nadu,2021,Cervical,15-29,Male,965381,23819,19.73,53.7,23,9,11,2.382,0.932,440492,3339
Jharkhand,2022,Ovarian,60-74,Female,569436,122348,42.63,87.1,6,2,2,1.054,0.351,420342,402
Assam,2018,Leukemia,60-74,Female,1852835,133489,21.55,125.7,33,7,13,1.781,0.378,181468,2522
Bihar,2023,Lung,15-29,Female,6318263,137107,15.66,153.5,96,61,37,1.519,0.965,182373,3844
Rajasthan,2015,Cervical,15-29,Male,3932230,146890,41.98,,56,,17,1.424,0.585,193573,1099
Haryana,2014,Colorectal,75+,Female,2753999,74683,38.18,125,50,29,27,1.816,1.053,484133,1486
Tamil Nadu,2011,Lung,15-29,Male,7340804,155173,35.33,52,122,73,75,1.662,0.994,376160,1073
Punjab,2017,Leukemia,15-29,Male,665126,24695,,61.9,9,5,4,1.353,0.752,185424,1591
Andhra Pradesh,2024,Prostate,15-29,Female,6711145,25389,40.49,201.4,106,65,64,1.579,0.969,475725,4324
Madhya Pradesh,2017,Lung,30-44,Male,3631643,18667,,178.4,55,23,38,1.514,0.633,46551,3668
Odisha,2020,Leukemia,15-29,Male,4714874,194003,,257.2,87,19,45,1.845,0.403,47842,2834
West Bengal,2022,Leukemia,15-29,Female,1767477,62777,11.4,122.9,16,,5,0.905,0.226,483510,
Odisha,2014,Stomach,30-44,Male,2378027,79572,31.47,236.2,50,16,28,2.103,0.673,282201,340
Odisha,2015,Cervical,45-59,Male,4604653,1564,,293.2,75,18,38,1.629,0.391,430128,629
Jharkhand,2020,Stomach,0-14,Male,3243948,17741,8.23,181.3,63,35,20,1.942,1.079,43059,1715
Gujarat,2018,Prostate,15-29,Male,5742526,49995,26.11,221.7,127,67,75,2.212,1.167,191754,4853
Andhra Pradesh,2020,Ovarian,0-14,Male,6813692,190953,20.89,243.7,127,67,,1.864,0.983,,2085
Kerala,2013,Prostate,60-74,Male,6889949,178061,19.24,266.9,124,79,66,1.8,1.147,371601,4000
Himachal Pradesh,2017,Colorectal,15-29,Male,1750860,80341,11.68,107.3,22,11,14,1.257,0.628,240330,3560
Uttar Pradesh,2017,Colorectal,0-14,Female,7772693,196121,34.13,72.5,130,70,58,1.673,0.901,115148,4667
West Bengal,2015,Lung,0-14,Female,5739839,126477,29.08,240.6,99,43,33,1.725,,422830,1896
Himachal Pradesh,2018,Ovarian,15-29,Female,6371542,143477,30.25,90.3,104,35,66,1.632,0.549,267314,3401
Maharashtra,2022,Stomach,0-14,Male,975560,33279,37.36,106.9,18,,8,1.845,,25210,3878
Jharkhand,2017,Liver,15-29,Male,505239,117257,15.01,103.3,8,1,4,1.583,0.198,204535,2853
Kerala,2024,Stomach,60-74,Female,672935,167898,27.33,,3,0,1,0.446,0,,1933
Uttar Pradesh,2017,Liver,75+,Male,7208414,64774,21.47,248.5,111,61,74,1.54,0.846,,3063
Himachal Pradesh,2017,Lung,75+,Female,5769152,192515,20.26,,121,66,82,2.097,1.144,239285,1426
Odisha,2013,Lung,45-59,Female,5909631,21856,29.59,77.2,88,43,57,,0.728,328197,2707
Karnataka,2020,Stomach,30-44,Male,861734,16126,7.95,211.7,9,2,3,1.044,0.232,211683,
Maharashtra,2013,Liver,60-74,Female,847413,147279,23.36,257.9,13,8,7,,0.944,219878,2910
Haryana,2023,Cervical,15-29,Female,3327596,112386,13.11,124.9,49,10,26,1.473,0.301,387359,592
Himachal Pradesh,2016,Prostate,45-59,Female,1549321,169214,30.86,231,25,13,8,1.614,0.839,438932,4833
Karnataka,2014,Colorectal,45-59,Male,5777910,22229,16.55,113,96,43,62,,0.744,298607,
Tamil Nadu,2023,Breast,30-44,Male,5783003,177680,27.29,40.6,92,36,,1.591,0.623,429111,89
Haryana,2017,Leukemia,30-44,Male,6914047,167949,40.78,69,111,35,71,1.605,0.506,145639,4714
Himachal Pradesh,2025,Ovarian,0-14,Male,4898611,91564,29.3,234.6,77,44,46,1.572,0.898,,1532
Haryana,2016,Leukemia,75+,Male,4130593,135382,27.22,98.1,73,17,35,1.767,0.412,318583,
Andhra Pradesh,2014,Colorectal,45-59,Female,5756431,18996,10.41,130.1,67,15,41,1.164,0.261,132727,468
Kerala,2023,Lung,0-14,Male,5734776,163254,29.27,123.7,87,,43,1.517,0.645,229338,3875
Chhattisgarh,2020,Leukemia,0-14,Female,5199622,120180,25.07,149.1,79,31,48,1.519,,406477,4986
Jharkhand,2018,Colorectal,30-44,Female,2497812,176152,38.39,167.7,32,17,16,1.281,0.681,188977,4835
Uttar Pradesh,2022,Ovarian,75+,Female,1634078,20535,29.32,266.4,28,6,10,1.714,0.367,41045,2046
Himachal Pradesh,2016,Liver,60-74,Male,3411005,107372,37.06,212,80,24,50,2.345,0.704,50355,4052
Andhra Pradesh,2010,Stomach,0-14,Female,7233527,59277,39.39,198,116,35,72,1.604,0.484,105694,3617
West Bengal,2021,Leukemia,30-44,Male,4898185,,37.77,122.2,67,15,26,1.368,0.306,433416,2911
Tamil Nadu,2012,Breast,30-44,Female,2849281,110746,10.92,131.4,52,22,22,1.825,0.772,462770,2424
Assam,2020,Breast,60-74,Male,4632820,24813,33.34,135.4,78,44,25,,0.95,187420,
Haryana,2015,Ovarian,0-14,Male,2920754,135977,38.57,226.2,47,13,30,1.609,0.445,360279,2943
Delhi,2010,Prostate,0-14,Female,5774312,164680,43.96,123.7,83,20,31,1.437,0.346,185661,1220
West Bengal,2012,Oral,30-44,Male,3145509,180207,21.95,36.8,46,18,26,1.462,0.572,,4442
Rajasthan,2017,Ovarian,60-74,Female,4700166,55099,25.97,296,76,21,49,1.617,0.447,371234,1832
Maharashtra,2017,Colorectal,60-74,Female,2823590,159864,,53.2,47,11,14,1.665,0.39,397389,4100
Jharkhand,2016,Liver,60-74,Female,5488921,68102,43.93,53.2,89,22,57,1.621,,493093,3158
West Bengal,2015,Lung,75+,Female,2523372,49132,7.41,135.5,53,21,18,2.1,0.832,319018,2985
Andhra Pradesh,2024,Liver,15-29,Male,3617177,111008,42.53,92.1,58,37,22,1.603,1.023,,832
Bihar,2011,Colorectal,0-14,Male,4695522,131704,22.7,31.2,90,43,43,1.917,0.916,497574,422
Delhi,2023,Colorectal,60-74,Female,5740170,127433,,96.6,79,50,23,1.376,0.871,315555,4820
Tamil Nadu,2019,Ovarian,30-44,Female,6311752,119075,15.21,148.8,83,,50,1.315,0.586,383452,872
Uttar Pradesh,2024,Breast,30-44,Female,3005668,93940,6.04,,59,18,32,,0.599,208562,2771
Chhattisgarh,2024,Leukemia,45-59,Female,4995818,154587,31.08,294.3,73,20,45,1.461,,230316,
Chhattisgarh,2014,Breast,30-44,Female,4227533,187900,5.79,189,74,34,50,1.75,0.804,210103,1074
Bihar,2012,Leukemia,75+,Male,3505310,70190,6.44,260,57,24,23,1.626,0.685,43249,3769
